#complex,groundtruth,simcomplex,simground,boolectorres,verificationtime
(x^y)-1*(x|y)+(~(x^y))-1*~x+(~(x&~y))+2*y-2*(x|~y)-3*(~(x|~y))+1*(x&~y)-2*(x&y),-(~(x&~x)),1, 1,True,0.000119924545288
(x|~y)+(~(x^y))-1*~x-2*(~(x|y))-2*(x&~y)-3*(x&y),-~y-y,1, 1,True,0.000128030776978
x-1*(~(x&~x))+2*(~(x^y))+(~(x&y))-1*(x^y)-2*(x|~y)-1*~x-1*(~(x&~y))+3*(~(x|y))+3*(~(x|~y))+3*(x&~y)+1*(x&y),1*~y,1*~y, 1*~y,True,0.000159978866577
-1*(x|y)+(~(x^y))-2*(~(x&~y))+x+5*y+~y+3*(~(x|y))+2*(~(x|~y))-4*(x&y),1*(x^y)+3*~x,3*~(x|y)+4*~(x|~y)+1*(x&~y), 3*~(x|y)+4*~(x|~y)+1*(x&~y),True,0.000231981277466
~y-1*y+2*x-1*(x|~y)-1*(~(x&y))+(~(x&~x))+~x-1*(~(x^y))-2*(x&~y)-1*(x&y),1*(x^y)-(x|y),-1*(x&y), -1*(x&y),True,0.000180959701538
-1*(~(x&y))+(x|y)-1*(~(x&~y))-1*x-2*y+~y+3*(~(x|~y))-1*(x&~y)+2*(x&y),-(x|~y),-1*(x|~y), -1*(x|~y),True,0.000181198120117
-2*(x|y)-1*(~(x^y))+y+(~(x&~x))+(~(x&~y))+~x+2*(x^y)-2*x-2*(~(x|y))-5*(~(x|~y))+1*(x&~y)+3*(x&y),-(~(x&y))+1*(x|~y),-1*~(x|~y)+1*(x&y), -1*~(x|~y)+1*(x&y),True,0.000205039978027
~x-1*~y-1*(x^y)+(x|~y)-1*(~(x&~y))-1*(~(x&~x))-1*(x|y)+2*(~(x&y))-2*(~(x|y))+1*(~(x|~y))+1*(x&~y)+1*(x&y),-(~(x^y)),-1*~(x^y), -1*~(x^y),True,0.000181198120117
-5*~y-4*(~(x&~y))-1*(~(x^y))-1*(~(x&~x))-2*(~(x&y))+x+~x+12*(~(x|y))+5*(~(x|~y))+6*(x&~y)+4*(x&y),-(x|y),-1*(x|y), -1*(x|y),True,0.000178098678589
2*(~(x&y))+y+(~(x&~x))+(x|~y)-1*(~(x^y))-2*~y-1*(~(x|y))-5*(~(x|~y))-3*(x&~y)-3*(x&y),-(x|y),-1*(x|y), -1*(x|y),True,0.000175952911377
(~(x&y))-1*(~(x&~y))+(~(x&~x))-1*(~(x^y))+~y+(x^y)+y-1*~x-1*(x|~y)+1*(~(x|y))-2*(~(x|~y))-2*(x&~y)+2*(x&y),1*x,1*x, 1*x,True,0.000157117843628
-1*(~(x&~x))+(x^y)-2*(~(x&~y))-1*(~(x&y))+~x+(x|y)+1*(~(x|y))+1*(~(x|~y))-3*(x&~y)-1*(x&y),-2*(x|~y)-x,-2*~(x|y)-3*(x&~y)-3*(x&y), -2*~(x|y)-3*(x&~y)-3*(x&y),True,0.000252962112427
(x^y)+(~(x&~y))+(~(x&y))-2*x-1*~x+(~(x^y))+~y+(x|~y)-1*y-4*(~(x|y))-1*(x&~y)+1*(x&y),1*(x|y),1*(x|y), 1*(x|y),True,0.000175952911377
-1*(~(x&y))-2*(~(x&~x))+(x|y)+(x^y)-1*(~(x&~y))-1*x+7*(~(x|y))+2*(~(x|~y))+4*(x&~y)+4*(x&y),1*(~(x^y))+2*~y,3*~(x|y)+2*(x&~y)+1*(x&y), 3*~(x|y)+2*(x&~y)+1*(x&y),True,0.000226974487305
-1*(~(x^y))-2*(~(x&~y))+x+~x-1*(~(x&y))+(x^y)+5*(~(x|y))+3*(~(x|~y))+1*(x&~y)+4*(x&y),2*(~(x&~x)),-2, -2,True,0.000121116638184
2*(x|y)-1*x-1*~y+(x^y)-1*y+~x-1*(~(x^y))-1*(~(x&~y))-1*(~(x&~x))+4*(~(x|y))+1*(x&~y)+3*(x&y),1*(~(x&y)),1*~(x&y), 1*~(x&y),True,0.000175952911377
-1*~x+(~(x&y))-1*~y+(~(x^y))-1*x-1*(~(x&~y))-1*(x|~y)+2*(~(x|y))+2*(~(x|~y))+2*(x&~y)+3*(x&y),1*y,1*y, 1*y,True,0.000158071517944
2*(~(x&~x))+2*(~(x&y))-2*(~(x^y))-1*(x|~y)+5*~y+(x^y)+y-6*(~(x|y))-5*(~(x|~y))-8*(x&~y)+1*(x&y),1*(x|y),1*(x|y), 1*(x|y),True,0.000172853469849
~y-2*(~(x&~x))+(~(x&y))+x+(~(x^y))+y-1*(x|~y)+(~(x&~y))+2*(x^y)-1*(~(x|y))-1*(~(x|~y))+1*(x&y),2*(x|y),2*(x|y), 2*(x|y),True,0.000170946121216
(x^y)-1*y+2*(x|y)-2*(~(x&~y))+2*(~(x&y))-1*~y+(x|~y)-1*(~(x|y))-2*(~(x|~y))-5*(x&~y)-1*(x&y),-(~(x^y)),-1*~(x^y), -1*~(x^y),True,0.000185966491699
2*(x|~y)-1*(x|y)-2*x+2*(~(x^y))-2*~x-1*(~(x&y))-1*(~(x&~x))-2*y-2*(~(x|y))+6*(~(x|~y))+4*(x&~y),-2*(~(x&~y))+1*(x^y),-2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y), -2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),True,0.000260829925537
-1*x+~y-2*(~(x&y))-1*~x-1*(x|~y)+2*(~(x&~y))-3*(~(x|y))+2*(~(x|~y))+4*(x&~y)-4*(x&y),-4*(~(x^y))+1*(x^y),-4*~(x|y)+1*~(x|~y)+1*(x&~y)-4*(x&y), -4*~(x|y)+1*~(x|~y)+1*(x&~y)-4*(x&y),True,0.000267028808594
-2*y+(~(x&~x))+~y+(x|y)+~x+(x|~y)-4*(~(x|y))-3*(x&~y)-1*(x&y),1*(x^y),1*(x^y), 1*(x^y),True,0.000181913375854
5*y-1*(x|~y)-1*x+(~(x&y))+(~(x&~y))+2*(~(x^y))-3*(~(x|y))-8*(~(x|~y))-7*(x&y),-(x|y),-1*(x|y), -1*(x|y),True,0.000184059143066
~x-1*(x|~y)-1*(x|y)-2*(~(x^y))+(x^y)-3*(~(x|~y))-1*(x&~y)+2*(x&y),-2*(~(x&~x)),2, 2,True,0.000116109848022
~y-2*(~(x&~y))-1*(x|~y)+(~(x^y))+(~(x&y))-1*(~(x|y))+1*(~(x|~y))-1*(x&~y)+3*(x&y),-~x+1*y,-1*~(x|y)+1*(x&y), -1*~(x|y)+1*(x&y),True,0.000204801559448
(~(x&~x))-1*x+(x|~y)-1*(x|y)+2*(~(x^y))+2*(~(x&~y))+2*y-1*~y+2*(~(x|y))+3*(~(x|~y))+3*(x&~y)-6*(x&y),5*~x+2*(~(x&y)),7*~(x|y)+7*~(x|~y)+2*(x&~y), 7*~(x|y)+7*~(x|~y)+2*(x&~y),True,0.000230073928833
~y-1*(~(x&~y))-3*(x^y)+2*y+(~(x&y))+2*x+(~(x^y))-1*(~(x|y))+2*(~(x|~y))+1*(x&~y)-2*(x&y),1*(x|y)+1*(x|~y),1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y), 1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.000249147415161
-1*~x+2*(~(x&~x))-4*(~(x|y))-1*(~(x|~y))-5*(x&~y)-4*(x&y),-2*(x|~y)-~y,-3*~(x|y)-3*(x&~y)-2*(x&y), -3*~(x|y)-3*(x&~y)-2*(x&y),True,0.000254154205322
(~(x^y))+(~(x&y))-1*x+(x^y)+(~(x&~y))-5*(~(x&~x))+3*(~(x|y))+2*(~(x|~y))+5*(x&~y)+5*(x&y),1*(x|~y),1*(x|~y), 1*(x|~y),True,0.000182151794434
-1*~y-2*x+(x|y)-1*(~(x^y))-1*(~(x&y))-1*(~(x&~x))-1*y+3*(~(x|y))+1*(~(x|~y))+4*(x&~y)+4*(x&y),-~x,-1*~x, -1*~x,True,0.000170946121216
(x|~y)-1*x-1*(~(x&~y))+5*(~(x^y))-1*(~(x&y))+2*(x^y)+(~(x&~x))-5*(~(x|y))-1*(x&~y)-4*(x&y),1*(x|y),1*(x|y), 1*(x|y),True,0.000170946121216
~y+(x|y)+2*(~(x&y))-1*x-2*(~(x&~x))-1*(x^y)-5*(x|~y)+3*(~(x|y))-1*(~(x|~y))+5*(x&~y)+6*(x&y),-(~(x&~y)),-1*~(x&~y), -1*~(x&~y),True,0.000180959701538
x+(x^y)+2*(~(x&y))-5*~x-1*(~(x^y))+2*~y-1*(x|~y)+y+3*(~(x|y))-6*(x&~y)-1*(x&y),-(x|y),-1*(x|y), -1*(x|y),True,0.000178813934326
-1*(x|~y)+(x|y)+(~(x^y))+(~(x&~x))-2*y-2*(x^y)+5*(~(x&y))-1*(~(x&~y))-6*(~(x|y))-3*(~(x|~y))-3*(x&~y)+2*(x&y),-~x+1*x,-1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y), -1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y),True,0.000253915786743
2*(~(x^y))-4*x+(~(x&~x))-2*~x+y-1*(~(x&y))+~y+(x|y)-1*(x|~y)-1*(~(x|~y))+2*(x&~y),-(x^y),-1*(x^y), -1*(x^y),True,0.000185012817383
~x-4*(~(x&y))+2*~y+(~(x^y))-1*x-3*(~(x|y))+2*(x&~y)-3*(x&y),-2*(~(x&~y))-(~(x&~x)),-3*~(x|y)-3*~(x|~y)-1*(x&~y)-3*(x&y), -3*~(x|y)-3*~(x|~y)-1*(x&~y)-3*(x&y),True,0.000280857086182
5*(x|y)-1*(x^y)+2*x-1*~x-1*(~(x&y))+(~(x&~x))-3*(~(x|~y))-7*(x&~y)-9*(x&y),-(x|~y),-1*(x|~y), -1*(x|~y),True,0.000186204910278
-2*(x^y)-1*(~(x&~x))+~x+(~(x&~y))-1*~y+5*(~(x|y))+2*(~(x|~y))+4*(x&~y)+6*(x&y),5*(~(x^y))+1*y,5*~(x|y)+1*~(x|~y)+6*(x&y), 5*~(x|y)+1*~(x|~y)+6*(x&y),True,0.000230073928833
x-2*(~(x&~y))+2*(~(x^y))+~y+3*(x^y)+2*(x|y)-2*(~(x|y))-4*(~(x|~y))-8*(x&~y)-3*(x&y),-(~(x&y)),-1*~(x&y), -1*~(x&y),True,0.000184059143066
-2*(~(x&~y))+(x^y)-2*y+4*~y-3*(~(x|y))+2*(~(x|~y))-3*(x&~y)+7*(x&y),3*x-(~(x&y)),-1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y), -1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y),True,0.000255107879639
x-1*(~(x&~x))+y+2*(~(x&~y))-1*~y-1*(~(x^y))-1*(x^y)+6*(~(x|y))+6*(x&~y)+2*(x&y),4*(x|~y)+1*~x,5*~(x|y)+1*~(x|~y)+4*(x&~y)+4*(x&y), 5*~(x|y)+1*~(x|~y)+4*(x&~y)+4*(x&y),True,0.000241041183472
-3*~x-1*(~(x^y))+4*x-1*~y+(~(x&y))+(~(x&~x))+4*(~(x|y))+4*(~(x|~y))-3*(x&~y)-3*(x&y),1*(~(x&~y))+2*(x^y),1*~(x|y)+3*~(x|~y)+2*(x&~y)+1*(x&y), 1*~(x|y)+3*~(x|~y)+2*(x&~y)+1*(x&y),True,0.000237941741943
2*(~(x&y))+y+(~(x&~x))+(x|~y)-1*(~(x^y))-2*~y-1*(~(x|y))-5*(~(x|~y))-3*(x&~y)-3*(x&y),-(x|y),-1*(x|y), -1*(x|y),True,0.000180959701538
(~(x&~y))+2*(x^y)-1*~y+(x|y)+(~(x&~x))+~x+y+x-4*(~(x|y))-9*(~(x|~y))-6*(x&~y)-5*(x&y),-2*(~(x&y)),-2*~(x&y), -2*~(x&y),True,0.000175952911377
-2*(x|y)-1*~y-4*(~(x&~x))+~x-2*(x^y)+3*(~(x|y))+6*(~(x|~y))+9*(x&~y)+5*(x&y),-(~(x&~y)),-1*~(x&~y), -1*~(x&~y),True,0.000181913375854
(~(x&~y))-2*y+(~(x^y))-1*(x|y)+(~(x&~x))-5*(~(x|y))-1*(~(x|~y)),-2*~x,-2*~x, -2*~x,True,0.00016713142395
-1*x-1*~x+4*(x|~y)-1*(~(x&~y))-1*~y-4*(x&~y)-1*(x&y),1*(~(x^y))-2*(x^y),1*~(x|y)-2*~(x|~y)-2*(x&~y)+1*(x&y), 1*~(x|y)-2*~(x|~y)-2*(x&~y)+1*(x&y),True,0.000268936157227
-1*(x|y)+(~(x^y))+(~(x&y))+x+(x^y)-1*(x|~y)-1*(~(x&~x))-2*~y+3*(~(x|y))+2*(x&~y),1*~x-y,1*~(x|y)-1*(x&y), 1*~(x|y)-1*(x&y),True,0.000204086303711
(x^y)+~y-2*(x|y)-1*(~(x&y))-1*(~(x&~x))+2*(~(x&~y))-1*x+y+2*~x-4*(~(x|y))-2*(~(x|~y))+3*(x&~y),-(~(x^y)),-1*~(x^y), -1*~(x^y),True,0.000184059143066
(x|y)+(~(x&~y))+~y-1*y-1*(x|~y)-5*~x-1*(~(x&~x))+8*(~(x|y))+5*(~(x|~y))+4*(x&y),3*(~(x^y)),3*~(x^y), 3*~(x^y),True,0.000177145004272
~y-1*~x-1*(x|y)+(x^y)-1*y+2*(x|~y)+(~(x&~y))+(~(x^y))-1*x-3*(~(x|y))+2*(~(x|~y))-1*(x&~y),1*(~(x&~x)),-1, -1,True,0.000118970870972
~x+3*(x^y)+2*(~(x&~y))+(~(x&~x))+~y-1*y+2*(x|~y)-1*(~(x^y))-6*(~(x|y))-5*(~(x|~y))-5*(x&~y)-1*(x&y),1*(x|y)+1*x,1*~(x|~y)+2*(x&~y)+2*(x&y), 1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.000221014022827
-2*(~(x^y))+~y-1*(x|y)+~x-1*(~(x&y))+(~(x&~y))+(~(x&~x))-1*(~(x|y))-1*(~(x|~y))+1*(x&~y)+2*(x&y),1*x,1*x, 1*x,True,0.000161170959473
(x|y)-2*~y-1*y+2*x-1*(~(x&~x))-1*(x|~y)+3*(~(x|y))+1*(x&~y)-1*(x&y),-(~(x&~y)),-1*~(x&~y), -1*~(x&~y),True,0.000184059143066
x-1*(~(x&y))-1*(x^y)+(~(x&~y))-1*(~(x^y))-1*(~(x&~x))+1*(~(x|y))+3*(~(x|~y))+2*(x&~y)+2*(x&y),-~x+2*y,-1*~(x|y)+1*~(x|~y)+2*(x&y), -1*~(x|y)+1*~(x|~y)+2*(x&y),True,0.000229120254517
(~(x&~x))-1*(~(x^y))-1*(~(x&y))-1*x+~y+y-2*~x+4*(~(x|y))+4*(~(x|~y))+1*(x&~y)+3*(x&y),1*(x|y)+2*(~(x&~y)),2*~(x|y)+3*~(x|~y)+1*(x&~y)+3*(x&y), 2*~(x|y)+3*~(x|~y)+1*(x&~y)+3*(x&y),True,0.000262022018433
-4*(~(x^y))+~y+y+~x+(~(x&y))+2*(~(x&~y))-1*(x|~y)+(x|y)+2*(x^y)-1*(~(x|y))-9*(~(x|~y))-5*(x&~y),-(~(x&~x)),1, 1,True,0.000121116638184
(~(x&~y))+2*~x-1*(~(x&y))+(~(x&~x))+(x|~y)-7*(~(x|y))-3*(~(x|~y))-2*(x&~y)-7*(x&y),-x-3*(~(x^y)),-3*~(x|y)-1*(x&~y)-4*(x&y), -3*~(x|y)-1*(x&~y)-4*(x&y),True,0.000244855880737
~x+(x|y)+y-1*(~(x&~y))+(~(x^y))+(~(x&y))-4*(~(x|y))-5*(~(x|~y))-3*(x&~y)-3*(x&y),1*x-2*(~(x&~x)),-2*~(x|y)-2*~(x|~y)-1*(x&~y)-1*(x&y), -2*~(x|y)-2*~(x|~y)-1*(x&~y)-1*(x&y),True,0.000275850296021
-1*(x|~y)+5*y+(~(x&~y))-1*(~(x&y))-2*(~(x^y))+~y+(x^y)-1*(x|y)+1*(~(x|y))-6*(~(x|~y))-1*(x&~y)-4*(x&y),-x-(~(x&~x)),-1*~(x|y)-1*~(x|~y)-2*(x&~y)-2*(x&y), -1*~(x|y)-1*~(x|~y)-2*(x&~y)-2*(x&y),True,0.000282049179077
2*(~(x&~y))-1*~y+2*(~(x&~x))-1*(x^y)-1*(~(x^y))+(~(x&y))+(x|y)-1*x+4*~x-9*(~(x|y))-9*(~(x|~y))-3*(x&~y)-5*(x&y),-2*(x|~y),-2*(x|~y), -2*(x|~y),True,0.00018310546875
(x|y)+x-1*(x|~y)-5*~x+(~(x^y))-1*y-1*(~(x&~y))+~y+7*(~(x|y))+8*(~(x|~y))+1*(x&y),1*(~(x&~x))+1*(~(x&y)),2*~(x|y)+2*~(x|~y)+2*(x&~y)+1*(x&y), 2*~(x|y)+2*~(x|~y)+2*(x&~y)+1*(x&y),True,0.000249147415161
-1*~x-1*(x^y)+y+(~(x&~x))-1*(~(x^y))+2*~y+1*(~(x|~y))-2*(x&~y),1*(~(x&~y)),1*~(x&~y), 1*~(x&~y),True,0.000180006027222
(~(x&y))+2*~x-1*(x|y)+(~(x&~y))-6*(~(x|y))-3*(~(x|~y))-2*(x&~y)-1*(x&y),-~y-(x|~y),-2*~(x|y)-2*(x&~y)-1*(x&y), -2*~(x|y)-2*(x&~y)-1*(x&y),True,0.000242948532104
-1*(x^y)+(~(x&~x))-1*(x|~y)-1*(~(x^y))+(~(x&~y))-2*(~(x|y))-3*(~(x|~y))+1*(x&~y),-2*~x,-2*~x, -2*~x,True,0.000171899795532
y+~x-1*x-1*(x|~y)+(~(x&y))+(x|y)+(~(x&~y))-1*(~(x&~x))-3*(x^y)-2*(~(x|y))-1*(~(x|~y))+3*(x&~y),-~y,-1*~y, -1*~y,True,0.000170946121216
y-1*(~(x&~x))+3*(x^y)+(~(x&y))+1*(~(x|y))-3*(~(x|~y))-3*(x&~y)+1*(x&y),1*(~(x&~y)),1*~(x&~y), 1*~(x&~y),True,0.000178813934326
4*(~(x&y))+(x^y)-1*~x+~y+(~(x&~y))+(~(x&~x))-4*(~(x|y))-6*(~(x|~y))-6*(x&~y),1*(x|~y)+1*(~(x^y)),2*~(x|y)+1*(x&~y)+2*(x&y), 2*~(x|y)+1*(x&~y)+2*(x&y),True,0.000221014022827
(~(x^y))+2*~y+(~(x&y))-1*(x|y)+(~(x&~x))-1*(~(x&~y))-1*x+y-3*(~(x|y))-2*(x&~y),1*~x,1*~x, 1*~x,True,0.000159978866577
2*y+(x|y)-1*(~(x^y))-1*~x+(x^y)-4*(~(x&y))+(x|~y)+~y+x+5*(~(x|y))+2*(~(x|~y))-1*(x&~y)-3*(x&y),1*(~(x&~y)),1*~(x&~y), 1*~(x&~y),True,0.000174045562744
(~(x&y))-1*(~(x^y))+y+~x+(~(x&~x))-3*(~(x|y))-5*(~(x|~y))-4*(x&~y)-2*(x&y),-(x|y)-~y,-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y), -1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.000271797180176
~y-1*~x-1*(x|y)+(x^y)-1*y+2*(x|~y)+(~(x&~y))+(~(x^y))-1*x-3*(~(x|y))+2*(~(x|~y))-1*(x&~y),1*(~(x&~x)),-1, -1,True,0.000121116638184
-3*~x-1*(~(x^y))+4*x-1*~y+(~(x&y))+(~(x&~x))+4*(~(x|y))+4*(~(x|~y))-3*(x&~y)-3*(x&y),1*(~(x&~y))+2*(x^y),1*~(x|y)+3*~(x|~y)+2*(x&~y)+1*(x&y), 1*~(x|y)+3*~(x|~y)+2*(x&~y)+1*(x&y),True,0.000244855880737
y+(~(x&~x))-1*(~(x&~y))-2*(x|~y)-3*(x|y)+2*(~(x|y))+1*(~(x|~y))+4*(x&~y)+5*(x&y),-~x+1*(~(x^y)),-1*~(x|~y)+1*(x&y), -1*~(x|~y)+1*(x&y),True,0.000217914581299
x+(x|~y)-1*(x^y)+~y+(~(x^y))+(~(x&~x))-1*(x|y)-3*(~(x&~y))+1*(~(x|y))+8*(~(x|~y))+2*(x&y),2*y+2*(~(x&y)),2*~(x|y)+4*~(x|~y)+2*(x&~y)+2*(x&y), 2*~(x|y)+4*~(x|~y)+2*(x&~y)+2*(x&y),True,0.000243902206421
~x-1*y+(x|y)+x-1*(~(x^y))-1*(~(x&~x))-2*(x&~y),-(x|~y),-1*(x|~y), -1*(x|~y),True,0.000185012817383
(~(x^y))-1*y+x-1*(~(x&~x))-2*(~(x&y))+(~(x&~y))+1*(~(x|y))+2*(~(x|~y))+1*(x&~y),1*(x|y)-2*(x^y),-1*~(x|~y)-1*(x&~y)+1*(x&y), -1*~(x|~y)-1*(x&~y)+1*(x&y),True,0.000235080718994
y+x+(x|y)+(~(x^y))-2*(x|~y)+2*~y-1*(~(x|y))-4*(~(x|~y))-4*(x&~y)-2*(x&y),-2*(x^y),-2*(x^y), -2*(x^y),True,0.000185012817383
3*(x^y)-2*~y+~x-5*(~(x^y))+6*(~(x|y))-2*(~(x|~y))+1*(x&~y)+7*(x&y),2*(x|y),2*(x|y), 2*(x|y),True,0.000175952911377
(~(x&~x))+2*(~(x&y))-1*(~(x^y))-1*(x|~y)+5*y-1*(x|y)-2*(~(x|y))-6*(~(x|~y))-1*(x&~y)-3*(x&y),-~y+1*(x^y),-1*~(x|y)+1*~(x|~y), -1*~(x|y)+1*~(x|~y),True,0.000209093093872
2*~y-1*(x|~y)+5*~x+(~(x&~x))-1*x-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)+3*(x&y),1*(~(x&~y))+1*(~(x^y)),2*~(x|y)+1*~(x|~y)+2*(x&y), 2*~(x|y)+1*~(x|~y)+2*(x&y),True,0.000221014022827
~y+2*~x-4*(x|~y)+y+(~(x&~x))-1*(~(x^y))+2*(x|y)+2*(~(x|y))-5*(~(x|~y))+1*(x&~y)+1*(x&y),1*(~(x&y)),1*~(x&y), 1*~(x&y),True,0.000176906585693
-1*~y+(x^y)-1*(~(x&~y))+(~(x^y))-1*y-1*(~(x&~x))-2*(x|~y)+(x|y)+~x+3*(~(x|y))+3*(x&~y)+4*(x&y),1*x,1*x, 1*x,True,0.000156879425049
2*(~(x^y))+(~(x&~x))-2*x-1*(x|~y)+(~(x&~y))-1*~y+y-4*(~(x|y))-4*(~(x|~y))+2*(x&~y)-1*(x&y),-2*(~(x&y))+1*(x|y),-2*~(x|y)-1*~(x|~y)-1*(x&~y)+1*(x&y), -2*~(x|y)-1*~(x|~y)-1*(x&~y)+1*(x&y),True,0.000257968902588
-1*~x+x+(~(x&~y))+(~(x&y))+(~(x^y))-2*y+(~(x&~x))-5*(x|y)+1*(~(x|y))+5*(~(x|~y))+6*(x&~y)+5*(x&y),2*~y+2*(x|~y),4*~(x|y)+4*(x&~y)+2*(x&y), 4*~(x|y)+4*(x&~y)+2*(x&y),True,0.000226974487305
-2*x+(~(x&~x))+2*(x|y)-2*(~(x^y))-1*~x+2*(~(x|y))-4*(~(x|~y))-2*(x&~y),-(x^y)-y,-2*~(x|~y)-1*(x&~y)-1*(x&y), -2*~(x|~y)-1*(x&~y)-1*(x&y),True,0.000235080718994
(x^y)+2*(~(x^y))+4*~x+2*(~(x&~y))-1*(~(x&~x))-1*y-1*x-2*(~(x&y))-2*(~(x|y))-3*(~(x|~y))+6*(x&~y)+1*(x&y),1*~y+2*(x|~y),3*~(x|y)+3*(x&~y)+2*(x&y), 3*~(x|y)+3*(x&~y)+2*(x&y),True,0.000225067138672
-1*(~(x&~x))-1*~y-1*(~(x&~y))-2*x+3*(~(x|y))-2*(~(x|~y))+3*(x&~y)+1*(x&y),-(x^y)-3*y,-4*~(x|~y)-1*(x&~y)-3*(x&y), -4*~(x|~y)-1*(x&~y)-3*(x&y),True,0.000239849090576
-1*~y+~x-2*y+(~(x&~x))-1*(~(x^y))+2*(~(x|y))+1*(~(x|~y))+1*(x&~y)+1*(x&y),2*(~(x&y))-(x|y),2*~(x|y)+1*~(x|~y)+1*(x&~y)-1*(x&y), 2*~(x|y)+1*~(x|~y)+1*(x&~y)-1*(x&y),True,0.000244855880737
-2*y+(~(x^y))-1*(~(x&~y))+(x|~y)+5*(x^y)-2*(~(x|y))-3*(~(x|~y))-8*(x&~y),-~y-(x|y),-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y), -1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.000272035598755
-1*(~(x&y))-1*y+(~(x^y))+(x^y)-1*(x|y)-1*(~(x&~x))-1*x-1*~x+(x|~y)+2*(~(x|y))+4*(~(x|~y))+3*(x&~y)+2*(x&y),1*~y,1*~y, 1*~y,True,0.000169992446899
-1*(~(x&y))-1*(x^y)+(~(x&~y))-1*~y-1*~x-1*(~(x^y))-1*(x|~y)+(~(x&~x))-2*y+3*(~(x|y))+3*(~(x|~y))+2*(x&~y)+1*(x&y),-x,-1*x, -1*x,True,0.000169992446899
x+(x|~y)-1*(x^y)+~y+(~(x^y))+(~(x&~x))-1*(x|y)-3*(~(x&~y))+1*(~(x|y))+8*(~(x|~y))+2*(x&y),2*y+2*(~(x&y)),2*~(x|y)+4*~(x|~y)+2*(x&~y)+2*(x&y), 2*~(x|y)+4*~(x|~y)+2*(x&~y)+2*(x&y),True,0.000245094299316
(x|y)+~x-1*x+~y+2*(~(x&~y))+(~(x^y))+(~(x&~x))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-5*(x&y),-y+1*(~(x&y)),1*~(x|y)+1*(x&~y)-1*(x&y), 1*~(x|y)+1*(x&~y)-1*(x&y),True,0.000228881835938
(~(x&~y))-2*y+(~(x^y))-1*(x|y)+(~(x&~x))-5*(~(x|y))-1*(~(x|~y)),-2*~x,-2*~x, -2*~x,True,0.000169038772583
-1*(~(x&y))+(~(x&~x))+~x-1*(x^y)+~y+(~(x^y))+(x|y)-2*(~(x&~y))-1*(~(x|y))+1*(~(x|~y)),1*x,1*x, 1*x,True,0.000158071517944
2*~x+5*(~(x^y))-1*(~(x&y))+(x^y)+x-1*(~(x&~y))+(x|~y)-7*(~(x|y))-3*(~(x|~y))-3*(x&~y)-8*(x&y),-y-(~(x&~x)),-1*~(x|y)-2*~(x|~y)-1*(x&~y)-2*(x&y), -1*~(x|y)-2*~(x|~y)-1*(x&~y)-2*(x&y),True,0.000280141830444
-1*(x^y)+2*y+(~(x&y))-5*(~(x|y))-6*(~(x|~y))-1*(x&~y)-3*(x&y),-4*~x-x,-4*~(x|y)-4*~(x|~y)-1*(x&~y)-1*(x&y), -4*~(x|y)-4*~(x|~y)-1*(x&~y)-1*(x&y),True,0.000277996063232
-1*~x-1*(~(x^y))+2*~y-1*(x^y)-1*(x|~y)-1*y-1*(~(x&y))-1*(~(x&~y))-1*(~(x|y))+1*(~(x|~y))-3*(x&~y),-4*(~(x&~x)),4, 4,True,0.000123977661133
~y+(~(x&~y))+(x|~y)+x-2*(x|y)+(~(x^y))+(~(x&~x))+2*~x-8*(~(x|y))-3*(~(x|~y))-3*(x&~y)-3*(x&y),-(~(x&y)),-1*~(x&y), -1*~(x&y),True,0.000182867050171
(~(x&~x))+y-2*(x^y)-1*~y+x-1*(~(x&~y))-2*~x-3*(~(x|y))-2*(~(x|~y))-4*(x&~y)-3*(x&y),-5*(~(x&y))-(~(x^y)),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y), -6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),True,0.000277996063232
-1*(x|y)+2*(~(x&~x))+(x^y)-5*~y-1*(~(x&y))-2*(x|~y)-1*(~(x^y))+2*(~(x&~y))+~x+4*(~(x|y))-2*(~(x|~y))+6*(x&~y)+2*(x&y),2*y,2*y, 2*y,True,0.000174999237061
-1*(~(x&~x))-1*(~(x^y))+(x^y)-2*x+2*(~(x&~y))-2*~y+(x|y)-1*y+(~(x&y))+2*(~(x|y))-2*(~(x|~y))+2*(x&~y)+2*(x&y),1*~x,1*~x, 1*~x,True,0.000162839889526
